irradiancia_w_m2,temperatura_c
0.0,20.0
0.0,20.7
0.0,20.9
0.0,19.2
0.0,18.5
0.0,18.2
0.0,20.6
0.0,20.6
0.0,20.5
0.0,20.3
0.0,20.2
1.3611112,20.1
117.388885,21.6
172.0,21.8
114.083336,22.1
58.555557,21.5
34.0,21.4
23.5,19.5
89.94444,20.1
165.5,20.8
44.555557,20.9
9.277778,20.7
0.027777778,19.7
0.0,19.3
0.0,19.2
0.0,19.1
0.0,19.4
0.0,19.3
0.0,19.4
0.0,18.9
0.0,18.7
0.0,18.9
0.0,18.9
0.0,18.9
0.0,18.6
12.583333,18.5
166.16667,20.9
256.3611,21.4
315.94446,22.4
374.19446,23.0
321.27777,23.8
315.58334,23.5
217.25,23.7
136.25,22.7
255.22223,23.1
41.11111,22.1
2.5277777,21.7
0.0,21.3
0.0,21.2
0.0,21.1
0.0,20.1
0.0,20.3
0.0,20.0
0.0,19.7
0.0,19.9
0.0,19.3
0.0,16.8
0.0,16.8
0.0,16.2
6.6666665,15.8
115.94444,20.2
351.5,22.6
531.3333,23.6
676.3611,24.0
370.08334,24.6
766.69446,25.4
762.5,25.2
469.05554,23.8
366.6389,23.3
96.30556,22.1
10.305555,21.2
0.0,18.6
0.0,19.9
0.0,18.6
0.0,16.2
0.0,15.6
0.0,15.3
0.0,14.9
0.0,14.8
0.0,14.1
0.0,14.6
0.0,14.1
0.0,14.0
7.7222223,14.2
134.11111,18.2
351.25,20.7
526.4722,22.2
670.4167,24.7
741.6667,26.2
746.94446,28.0
681.4167,29.0
549.3611,29.1
366.05554,28.5
147.80556,26.2
9.944445,22.0
0.0,19.6
0.0,18.8
0.0,18.6
0.0,17.9
0.0,17.3
0.0,16.9
0.0,16.5
0.0,16.3
0.0,15.9
0.0,15.8
0.0,16.6
0.0,18.7
4.3333335,19.1
65.27778,19.8
307.19446,21.9
537.9722,25.2
677.4167,27.7
746.7222,30.0
748.3333,31.5
677.5278,32.5
553.5,31.7
372.30554,32.2
161.69444,29.5
10.833333,22.9
0.0,21.1
0.0,20.1
0.0,19.3
0.0,19.1
0.0,18.5
0.0,18.3
0.0,18.3
0.0,17.5
0.0,16.9
0.0,17.2
0.0,16.6
0.0,15.8
6.5,21.2
151.36111,25.4
369.94446,27.5
551.1111,29.8
686.3333,31.4
749.7222,32.9
756.8333,34.3
697.2222,35.0
554.6111,35.1
325.5,33.7
35.97222,24.0
2.1666667,23.1
0.0,22.8
0.0,23.0
0.0,21.4
0.0,22.1
0.0,22.4
0.0,20.4
0.0,17.9
0.0,20.0
0.0,22.9
0.0,23.0
0.0,22.0
0.0,21.6
7.7222223,20.8
147.25,23.0
326.33334,24.1
338.33334,23.9
510.94446,23.7
603.4167,25.4
700.8611,26.4
646.8889,26.7
652.4722,25.5
432.83334,24.7
170.88889,23.4
7.611111,22.4
0.0,19.8
0.0,18.3
0.0,17.4
0.0,16.8
0.0,17.1
0.0,18.8
0.0,18.1
0.0,18.5
0.0,18.2
0.0,16.9
0.0,16.2
0.0,15.4
7.8333335,15.6
151.83333,20.5
160.52777,21.5
275.16666,22.8
522.25,25.0
579.1667,25.5
739.7222,25.4
705.6111,26.2
258.27777,25.5
318.77777,25.4
109.75,24.0
3.5833333,23.1
0.0,23.0
0.0,22.8
0.0,22.7
0.0,22.1
0.0,21.2
0.0,20.5
0.0,17.4
0.0,16.4
0.0,15.8
0.0,15.2
0.0,14.9
0.0,15.0
8.472222,14.8
161.16667,20.0
375.3889,22.1
562.3611,24.2
702.3611,25.3
769.69446,26.9
747.80554,27.0
688.6389,27.4
560.5278,27.8
373.6111,26.8
171.0,26.0
14.333333,21.0
0.0,19.5
0.0,18.6
0.0,17.8
0.0,16.8
0.0,16.1
0.0,16.0
0.0,15.6
0.0,15.4
0.0,14.6
0.0,14.3
0.0,14.1
0.0,14.1
9.444445,14.1
172.13889,19.1
386.25,23.0
576.55554,26.4
703.7778,28.6
774.55554,30.0
774.75,30.9
704.5,30.7
557.6389,30.6
368.19446,29.2
154.75,27.8
12.527778,22.3
0.0,19.8
0.0,18.6
0.0,18.1
0.0,17.7
0.0,16.9
0.0,17.4
0.0,16.8
0.0,16.7
0.0,15.4
0.0,14.7
0.0,14.7
0.0,14.3
12.472222,15.0
156.66667,19.7
358.5,22.7
537.19446,25.3
692.6111,26.5
720.5278,27.6
545.80554,27.5
530.6111,28.3
512.3611,27.1
289.72223,24.5
108.416664,23.3
9.888889,22.3
0.0,22.0
0.0,21.5
0.0,18.5
0.0,18.1
0.0,17.6
0.0,17.2
0.0,16.9
0.0,16.1
0.0,16.4
0.0,16.4
0.0,17.3
0.0,18.6
8.083333,19.4
87.52778,20.7
263.72223,22.4
515.2222,24.1
648.3611,26.4
629.55554,28.0
574.8611,29.8
670.0833,30.5
473.58334,30.5
299.44446,29.5
90.0,27.6
8.972222,22.4
0.0,21.1
0.0,20.3
0.0,19.5
0.0,18.7
0.0,18.3
0.0,18.2
0.0,18.0
0.0,17.9
0.0,17.9
0.0,18.2
0.0,17.7
0.0,16.6
10.5,16.7
158.44444,22.2
359.80554,26.2
563.44446,28.9
707.30554,30.6
772.55554,31.7
759.4722,31.9
648.6389,32.2
349.05554,31.9
429.6389,32.9
171.55556,30.9
13.166667,24.6
0.0,21.4
0.0,20.5
0.0,20.1
0.0,19.5
0.0,19.3
0.0,18.6
0.0,18.2
0.0,18.0
0.0,17.7
0.0,17.4
0.0,17.2
0.0,17.2
11.805555,21.3
154.55556,25.6
367.55554,27.7
557.75,30.2
704.6389,31.5
358.47223,30.8
484.05554,31.9
582.55554,31.6
327.16666,32.1
376.33334,32.9
153.16667,28.2
7.3333335,25.9
0.0,24.1
0.0,21.5
0.0,19.9
0.0,19.6
0.0,19.3
0.0,18.5
0.0,18.3
0.0,18.7
0.0,18.9
0.0,19.5
0.0,25.2
0.0,22.7
5.5277777,25.0
110.583336,26.9
247.05556,28.8
444.8889,32.2
242.16667,32.3
520.7222,29.2
774.94446,29.3
606.7222,27.7
353.6389,26.6
272.58334,26.4
34.38889,25.5
2.5555556,24.8
0.0,24.2
0.0,23.4
0.0,21.9
0.0,21.8
0.0,21.8
0.0,21.6
0.0,21.4
0.0,21.7
0.0,22.1
0.0,21.4
0.0,21.2
0.0,21.9
3.1111112,21.9
63.944443,22.5
107.833336,23.1
336.41666,25.7
338.91666,27.2
335.1389,27.0
515.3333,28.2
317.3889,28.7
266.91666,29.1
306.22223,29.6
187.11111,29.1
15.638889,23.7
0.0,22.6
0.0,21.8
0.0,21.6
0.0,21.3
0.0,21.0
0.0,20.5
0.0,20.3
0.0,20.2
0.0,21.1
0.0,22.5
0.0,20.5
0.0,19.7
15.805555,19.8
163.27777,25.8
371.77777,28.0
556.5,27.7
560.1389,27.0
332.16666,27.3
259.91666,27.1
590.6389,28.4
556.0278,27.8
201.94444,26.0
75.52778,24.8
4.6944447,24.3
0.0,24.2
0.0,24.3
0.0,23.2
0.0,22.5
0.0,22.4
0.0,21.3
0.0,21.3
0.055555556,20.8
0.0,20.8
0.0,20.5
0.0,20.8
0.083333336,20.9
7.2222223,20.9
60.77778,21.0
148.97223,22.3
129.05556,21.9
166.86111,21.5
136.75,21.8
100.166664,22.7
64.47222,21.3
118.77778,21.9
84.861115,20.1
35.555557,19.9
3.0833333,19.8
0.0,19.5
0.0,19.3
0.0,19.2
0.0,19.1
0.0,18.7
0.0,18.9
0.0,18.8
0.0,18.8
0.0,18.6
0.0,18.5
0.0,18.4
0.0,18.4
6.3333335,18.8
,
98.833336,19.5
132.41667,19.0
201.27777,19.5
201.05556,18.8
222.02777,19.0
170.13889,18.6
101.638885,19.6
60.083332,19.5
54.083332,19.5
5.2777777,18.8
0.0,19.4
0.0,18.8
0.0,18.9
0.0,18.6
0.0,18.2
0.0,18.5
0.0,18.3
0.0,18.2
0.0,18.2
0.0,18.0
0.0,18.1
0.0,18.2
14.666667,18.7
64.47222,19.6
131.33333,20.6
292.72223,21.9
358.25,22.0
547.7222,22.8
426.30554,23.5
544.2222,23.9
384.33334,24.3
261.69446,23.3
93.916664,23.5
20.38889,21.6
0.0,20.0
0.0,21.5
0.0,18.9
0.0,18.2
0.0,17.8
0.0,17.4
0.0,17.2
0.0,17.0
0.0,16.9
0.0,16.6
0.0,17.0
0.0,18.6
21.11111,20.2
159.66667,22.5
382.3611,26.1
508.47223,28.3
591.19446,29.6
692.44446,31.2
797.2222,32.9
634.8611,30.6
374.91666,27.5
315.1111,27.4
157.22223,27.0
18.444445,25.3
0.0,23.0
0.0,24.2
0.0,24.6
0.0,22.9
0.0,22.8
0.0,21.8
0.0,20.6
0.0,20.6
0.0,20.6
0.0,21.4
0.0,21.5
0.0,21.5
10.055555,22.3
114.388885,23.2
258.66666,23.8
280.80554,25.6
620.75,26.4
515.1389,26.8
367.1111,27.2
239.0,25.1
293.8889,25.4
284.33334,26.0
87.30556,25.7
15.777778,23.9
0.0,23.5
0.0,23.2
0.0,23.4
0.0,23.0
0.0,23.0
0.0,22.8
0.0,22.7
0.0,22.5
0.0,22.4
0.0,22.0
0.0,22.0
0.0,22.2
7.1666665,22.2
31.833334,22.4
17.972221,21.7
10.805555,20.9
57.75,20.9
132.08333,22.2
190.05556,22.3
60.27778,21.0
115.30556,21.2
71.916664,21.4
74.25,22.0
13.583333,21.5
0.0,21.4
0.027777778,21.5
0.0,20.8
0.0,20.3
0.0,20.0
0.0,20.0
0.0,20.0
0.0,19.9
0.0,19.9
0.25,20.0
0.2777778,20.0
0.11111111,19.9
18.166666,20.2
99.22222,20.9
153.58333,21.5
194.52777,21.9
340.80554,23.3
333.3611,24.2
564.0833,25.0
374.97223,25.5
182.72223,24.5
96.833336,24.5
66.361115,23.8
14.444445,23.0
0.0,22.3
0.0,21.6
0.0,21.1
0.0,20.8
0.0,20.7
0.0,20.5
0.0,19.6
0.0,17.8
0.0,17.2
0.0,16.8
0.0,16.6
0.0,16.4
26.36111,17.1
199.41667,21.2
416.19446,22.3
606.1667,24.4
746.0278,25.9
819.55554,27.5
813.0833,28.1
718.9167,29.4
609.9167,29.8
415.91666,29.3
196.47223,28.2
22.583334,23.8
0.0,24.9
0.0,24.0
0.0,21.1
0.0,22.1
0.0,20.9
0.0,18.6
0.0,17.8
0.0,17.2
0.0,16.8
0.0,16.7
0.0,16.0
0.0,15.6
26.916666,16.7
214.0,23.0
432.33334,25.0
623.4167,26.9
760.4167,28.4
827.9167,30.2
821.7778,31.1
749.7222,32.1
615.44446,32.2
423.1111,32.4
203.61111,30.6
23.333334,24.3
0.0,21.8
0.0,20.6
0.0,19.8
0.0,19.3
0.0,19.0
0.0,18.3
0.0,17.9
0.0,17.5
0.0,17.2
0.0,17.1
0.0,16.7
0.0,16.3
26.972221,17.0
214.75,22.0
432.6389,25.6
630.44446,28.3
771.5278,30.0
840.3611,32.2
840.5833,33.7
755.25,34.7
600.1389,34.3
413.25,32.1
190.33333,30.4
21.722221,24.3
0.0,22.5
0.0,21.3
0.0,19.9
0.0,19.5
0.0,19.9
0.0,20.1
0.0,21.3
0.0,21.3
0.0,19.7
0.0,18.3
0.0,17.5
0.0,17.1
28.527779,18.0
211.66667,22.3
423.75,24.7
609.94446,26.6
737.0,28.4
801.3889,29.3
816.44446,29.6
748.6667,29.8
588.3889,30.5
404.94446,29.6
188.63889,27.6
20.944445,23.2
0.0,23.3
0.0,21.8
0.0,22.0
0.0,21.6
0.0,20.6
0.0,18.8
0.0,18.3
0.0,18.2
0.0,19.0
0.0,18.4
0.0,17.9
0.0,17.7
29.555555,19.1
205.63889,24.6
423.75,30.0
617.69446,32.5
754.7778,34.2
827.4167,35.2
767.2222,31.5
623.2222,27.5
489.8889,26.9
295.05554,24.1
110.333336,23.5
12.944445,23.0
0.0,23.4
0.0,21.4
0.0,21.0
0.0,20.7
0.0,20.5
0.0,20.8
0.0,20.6
0.0,20.0
0.0,19.4
0.0,19.6
0.0,19.6
0.0,19.7
4.3055553,20.1
27.333334,20.3
50.083332,20.2
139.80556,20.2
196.77777,21.1
276.83334,21.1
103.388885,22.0
115.138885,22.1
137.86111,22.0
112.77778,21.8
44.25,21.4
6.5555553,21.2
0.0,21.1
0.0,20.4
0.0,19.9
0.0,20.2
0.0,19.0
0.0,18.8
0.0,19.0
0.0,18.8
0.0,18.9
0.0,19.2
0.0,19.1
0.0,18.8
20.5,18.7
73.75,20.1
171.0,21.0
260.08334,21.9
266.8611,22.3
377.69446,23.9
507.44446,24.4
321.69446,23.6
130.22223,22.6
121.27778,22.2
87.75,21.8
9.805555,21.5
0.0,21.4
0.0,21.3
0.0,21.2
0.0,21.2
0.0,21.1
0.0,20.2
0.0,18.3
0.0,18.9
0.0,18.9
0.0,19.4
0.0,20.3
0.0,20.5
12.5,20.5
39.333332,20.4
42.38889,19.8
82.138885,19.8
109.97222,19.5
101.75,19.4
134.69444,19.9
105.5,19.5
60.0,19.1
71.416664,19.1
21.88889,18.8
2.5555556,18.7
0.0,18.5
0.0,18.3
0.0,18.1
0.0,18.1
0.0,18.0
0.0,17.9
0.0,17.9
0.0,17.9
0.0,17.8
0.0,17.7
0.0,18.0
0.0,17.9
3.6944444,18.2
32.61111,19.3
82.52778,19.8
79.138885,20.2
152.11111,20.5
235.22223,21.3
239.16667,21.7
145.0,21.8
41.805557,20.4
17.694445,20.1
11.638889,19.8
2.3333333,19.6
0.0,19.7
0.0,19.5
0.0,19.7
0.027777778,19.8
0.027777778,19.7
0.0,19.3
0.0,19.3
0.0,19.2
0.0,19.4
0.0,19.3
0.027777778,19.4
0.0,19.4
18.0,19.7
102.27778,20.7
298.66666,22.3
350.94446,23.2
588.1667,25.0
615.44446,24.5
460.97223,25.4
305.05554,25.5
258.27777,24.5
176.36111,23.3
89.333336,22.8
10.083333,22.3
0.0,21.8
0.0,21.9
0.0,21.9
0.0,22.0
0.0,21.5
0.0,20.4
0.0,21.3
0.0,21.3
0.0,20.4
0.0,19.7
0.0,20.0
0.0,20.0
3.8888888,19.7
22.277779,19.9
41.02778,20.5
54.97222,20.7
127.111115,20.8
136.27777,21.3
141.66667,21.3
219.02777,21.5
176.58333,21.9
176.13889,22.2
149.16667,22.4
10.055555,21.8
0.0,21.1
0.0,19.4
0.0,18.4
0.0,17.9
0.0,17.7
0.0,17.0
0.0,16.8
0.0,16.6
0.0,16.6
0.0,16.0
0.0,15.9
0.0,15.7
40.805557,17.2
232.33333,19.7
456.0,22.5
651.4167,24.4
791.75,25.9
857.5833,27.6
855.1667,28.5
782.1111,29.5
637.3889,30.1
439.6111,30.2
193.63889,29.2
22.38889,24.2
0.0,22.1
0.0,21.5
0.0,21.6
0.0,21.2
0.0,20.8
0.0,20.4
0.0,20.4
0.0,19.9
0.0,20.0
0.0,23.7
0.0,23.7
0.0,24.3
41.36111,23.9
227.52777,25.1
433.72223,28.3
629.55554,31.2
763.94446,34.1
765.75,36.1
716.4167,36.8
719.69446,37.3
561.69446,37.3
301.8889,37.1
165.69444,32.9
16.805555,29.8
0.0,26.8
0.0,27.0
0.055555556,25.8
0.0,26.3
0.0,25.3
0.0,25.7
0.0,23.4
0.0,22.9
0.0,22.1
0.0,22.0
0.0,21.5
0.0,22.3
36.02778,27.3
211.63889,25.8
417.02777,26.7
617.8889,26.9
731.30554,28.4
796.2778,29.3
699.7778,30.8
568.7222,29.0
496.69446,29.1
319.8889,27.7
158.47223,26.0
13.25,24.8
0.0,24.4
0.0,24.2
0.0,23.6
0.0,22.3
0.0,22.2
